Date,gdp_growth,gdp_growth_lag1,gdp_growth_lag4,inflation_lag1,unemployment_lag1,exports_lag1,trade_balance_lag1,consumption_lag1,import_ratio_lag1
2010-03-31,-3.382591286109249,9.774986917844064,-7.885262350233124,1.3333333333333333,5.066666666666666,15935.0,3252.5,14371.41312814925,1.209123844027076
2010-06-30,5.19034556255058,-3.382591286109249,2.9730249247132745,2.833333333333333,4.9,16090.7,3271.300000000001,14579.0,1.264964180695072
2010-09-30,-3.261664884336135,5.19034556255058,-0.9084686702756528,2.833333333333333,4.266666666666667,17227.6,2894.199999999999,14763.24173393478,1.3445713964090729
2010-12-31,9.53503030303029,-3.261664884336135,9.774986917844064,2.7,4.266666666666667,17180.7,3561.800000000001,14930.020422294892,1.320620606060606
2011-03-31,-3.650029214398265,9.53503030303029,-3.382591286109249,2.833333333333333,4.9,18494.3,3734.599999999999,15091.212638902194,1.3066538005276298
2011-06-30,1.8514264712638395,-3.650029214398265,5.19034556255058,3.766666666666667,4.866666666666667,18685.9,3498.800000000001,15257.0,1.3954242660908716
2011-09-30,-2.890392422192145,1.8514264712638395,-3.261664884336135,3.866666666666666,4.6000000000000005,18685.3,3347.7999999999997,15441.27917725182,1.3836265223274695
2011-12-31,7.670512606134916,-2.890392422192145,9.53503030303029,3.5666666666666664,4.833333333333333,18725.6,3387.0999999999985,15632.807645048635,1.4249019935715217
2012-03-31,-2.812696824068406,7.670512606134916,-3.650029214398265,3.733333333333333,5.033333333333334,19026.6,3180.199999999999,15812.554578150986,1.367212237819556
2012-06-30,1.2295482187086648,-2.812696824068406,1.8514264712638395,3.1333333333333333,5.2,19330.2,3500.7000000000007,15962.0,1.405280399137097
2012-09-30,-0.9620444101448687,1.2295482187086648,-2.890392422192145,2.766666666666667,4.8,19412.4,3174.000000000002,16072.68558753282,1.4240712807380644
2012-12-31,11.271484357705152,-0.9620444101448687,7.670512606134916,2.9,4.866666666666666,19860.9,3458.5,16159.132811523112,1.4524267030310545
2013-03-31,-7.761419703963068,11.271484357705152,-2.812696824068406,2.8000000000000003,5.4,21054.8,4120.899999999998,16240.254413172748,1.347596689479548
2013-06-30,5.42590180058149,-7.761419703963068,1.2295482187086648,2.1666666666666665,5.866666666666667,20770.6,3684.899999999998,16334.0,1.4740869835298989
2013-09-30,-2.1359127958361923,5.42590180058149,-0.9620444101448687,1.7,5.633333333333333,21389.2,3797.600000000002,16458.019116466152,1.439621591541458
2013-12-31,11.43110397538174,-2.1359127958361923,11.271484357705152,1.7,5.8,21258.0,3657.2000000000007,16608.74814107464,1.4718110815647316
2014-03-31,-7.61241520081647,11.43110397538174,-7.761419703963068,1.2,6.2,23176.7,4685.0,16775.497992899825,1.3876823557663445
2014-06-30,2.2670413932029287,-7.61241520081647,5.42590180058149,1.0333333333333334,6.2,22132.7,3706.9000000000015,16945.0,1.4966696991357462
2014-09-30,1.0571630540971988,2.2670413932029287,-2.1359127958361923,1.1666666666666667,5.7,23025.0,4336.200000000001,17115.245925174197,1.484380832863395
2014-12-31,11.340522187465618,1.0571630540971988,11.43110397538174,0.7333333333333333,6.0,23770.3,4259.700000000001,17284.962448823506,1.5334423188770296
2015-03-31,-7.247481699526337,11.340522187465618,-7.61241520081647,-0.1,6.3,25737.5,4341.0,17452.624561741868,1.5103802686657772
2015-06-30,2.5251910256019805,-7.247481699526337,2.2670413932029287,-0.4666666666666666,6.533333333333334,25884.4,4227.0,17615.0,1.648254132545892
2015-09-30,-2.4637379930816383,2.5251910256019805,1.0571630540971988,0.3,6.166666666666667,26420.2,4466.100000000002,17779.064242374086,1.6296821414255385
2015-12-31,9.531565128049005,-2.4637379930816383,11.340522187465618,0.0333333333333333,6.400000000000001,25285.5,4361.599999999999,17951.230533120834,1.5924426348034553
2016-03-31,-7.460446501156892,9.531565128049005,-7.247481699526337,0.4000000000000001,6.733333333333333,26274.0,4562.599999999999,18137.43371763361,1.508584689999236
2016-06-30,3.031941253322512,-7.460446501156892,2.5251910256019805,-0.1333333333333333,6.666666666666667,25866.8,4408.099999999999,18343.0,1.6112312474658737
2016-09-30,1.164553272117752,3.031941253322512,-2.4637379930816383,-0.5333333333333333,6.066666666666666,26346.8,4354.399999999998,18573.8402679148,1.6027109750765196
2016-12-31,10.115402901641012,1.164553272117752,9.531565128049005,-0.1,6.166666666666667,26767.4,5174.700000000001,18822.64686930734,1.5554683110259475
2017-03-31,-10.022896768284706,10.115402901641012,-7.460446501156892,0.9666666666666668,6.433333333333334,28431.8,5038.5,19073.0150823658,1.53037419861311
2017-06-30,4.519445393670152,-10.022896768284706,3.031941253322512,2.566666666666667,6.1000000000000005,26782.7,4136.5,19306.0,1.6465293480394652
2017-09-30,-1.5742061145699204,4.519445393670152,1.164553272117752,2.0,5.366666666666667,27500.4,4323.800000000003,19522.326606450017,1.612229139856005
2017-12-31,12.304582591241896,-1.5742061145699204,10.115402901641012,2.033333333333333,5.366666666666667,27977.3,4944.099999999999,19739.385225192404,1.6278800214853135
2018-03-31,-10.386905136499225,12.304582591241896,-10.022896768284706,1.8666666666666665,5.633333333333333,29858.4,5035.700000000001,19979.36492818512,1.5621389283961182
2018-06-30,4.531696594731627,-10.386905136499225,4.519445393670152,1.1666666666666667,5.666666666666667,28332.5,4526.4000000000015,20260.0,1.671811906149708
2018-09-30,-0.4454148471615626,4.531696594731627,-1.5742061145699204,1.933333333333333,5.4,29267.6,4898.399999999998,20592.71614752857,1.6371649311387304
2018-12-31,9.658741994911836,-0.4454148471615626,12.304582591241896,2.533333333333333,5.5,29931.6,5310.5,20896.81089986292,1.6614885246344144
2019-03-31,-10.785846153846157,9.658741994911836,-10.386905136499225,2.433333333333333,5.433333333333334,31180.7,4870.4000000000015,21063.90330148076,1.6190953846153846
2019-06-30,6.924047926165566,-10.785846153846157,4.531696594731627,2.033333333333333,5.633333333333333,30753.0,4483.9000000000015,20994.0,1.8119994757644529
2019-09-30,-0.6947894020424394,6.924047926165566,-0.4454148471615626,1.9666666666666668,5.466666666666666,31804.3,4794.700000000001,20638.350491933823,1.7424311823031913
2019-12-31,10.587654449309449,-0.6947894020424394,9.658741994911836,1.3666666666666665,5.566666666666666,32608.3,5046.399999999998,20142.705274018903,1.790501123858277
2020-03-31,-9.269702523614832,10.587654449309449,-10.785846153846157,1.2,5.7,33771.4,4711.100000000002,19718.734370697075,1.7070997227313311
2020-06-30,-0.5516276901561645,-9.269702523614832,6.924047926165566,1.5333333333333332,6.266666666666667,32069.0,5092.799999999999,19575.0,1.7465749876984435
2020-09-30,3.011718749999992,-0.5516276901561645,-0.6947894020424394,-0.9333333333333336,7.333333333333333,30796.9,5641.200000000001,19851.498042768428,1.6377408854166666
2020-12-31,12.948567239265362,3.011718749999992,10.587654449309449,-0.1333333333333333,6.7,32808.0,5027.4000000000015,20473.10811740464,1.7557544272117096
2021-03-31,-5.612878677663769,12.948567239265362,-9.269702523614832,-0.4666666666666666,6.466666666666666,36186.5,5712.200000000001,21294.151411382187,1.7051993688239309
2021-06-30,5.283282844151471,-5.612878677663769,-0.5516276901561645,1.0333333333333334,6.5,36558.2,5863.299999999996,22151.0,1.819679517200904
2021-09-30,1.2601706129113932,5.283282844151471,3.011718749999992,3.5666666666666664,5.4,38291.9,5192.300000000003,22955.89549129831,1.8637686871815085
2021-12-31,13.596503422619888,1.2601706129113932,12.948567239265362,3.6,4.933333333333334,39104.5,6822.5,23687.32349650548,1.7951099075253152
